id,name,set
452845,Cosmotronic Wave,GRN
452913,Crackling Drake,GRN
452816,Creeping Chill,GRN
452757,Crush Contraband,GRN
452876,Crushing Canopy,GRN
452914,Darkblade Agent,GRN
452758,Dawn of Hope,GRN
452784,Dazzling Lights,GRN
452817,Dead Weight,GRN
452818,Deadly Visit,GRN
452915,Deafening Clarion,GRN
452759,Demotion,GRN
452785,Devious Cover-Up,GRN
452877,Devkarin Dissident,GRN
452995,Dimir Guildgate,GRN
452786,Dimir Informant,GRN
452984,Dimir Locket,GRN
452916,Dimir Spybug,GRN
452846,Direct Current,GRN
452973,Discovery // Dispersal,GRN
452787,Disdainful Stroke,GRN
452917,Disinformation Campaign,GRN
452878,District Guide,GRN
452760,Divine Visitation,GRN
452819,Doom Whisperer,GRN
452820,Douser of Lights,GRN
452788,Dream Eater,GRN
452789,Drowned Secrets,GRN
452847,Electrostatic Field,GRN
452918,"Emmara, Soul of the Accord",GRN
452790,Enhanced Surveillance,GRN
452848,Erratic Cyclops,GRN
452919,Erstwhile Trooper,GRN
452920,"Etrata, the Silencer",GRN
452974,Expansion // Explosion,GRN
452849,Experimental Frenzy,GRN
452850,Fearless Halberdier,GRN
452975,Find // Finality,GRN
452851,Fire Urchin,GRN
452921,Firemind's Research,GRN
452761,Flight of Equenauts,GRN
452976,Flower // Flourish,GRN
455604,Forest,GRN
452966,Fresh-Faced Recruit,GRN
452922,Garrison Sergeant,GRN
452985,Gatekeeper Gargoyle,GRN
452997,Gateway Plaza,GRN
452879,Generous Stray,GRN
452762,Gird for Battle,GRN
452986,Glaive of the Guildpact,GRN
452923,Glowspore Shaman,GRN
452852,Goblin Banneret,GRN
452853,Goblin Cratermaker,GRN
452924,Goblin Electromancer,GRN
452854,Goblin Locksmith,GRN
452925,Golgari Findbroker,GRN
452998,Golgari Guildgate,GRN
452987,Golgari Locket,GRN
452880,Golgari Raiders,GRN
452881,Grappling Sundew,GRN
452855,Gravitic Punch,GRN
452821,Gruesome Menagerie,GRN
452791,Guild Summit,GRN
453000,Guildmages' Forum,GRN
452763,Haazda Marshal,GRN
452926,Hammer Dropper,GRN
452882,Hatchery Spider,GRN
452764,Healer's Hawk,GRN
452856,Hellkite Whelp,GRN
452822,Hired Poisoner,GRN
452883,Hitchclaw Recluse,GRN
452927,House Guildmage,GRN
452765,Hunted Witness,GRN
452928,Hypothesizzle,GRN
455613,Impervious Greatwurm,GRN
452857,Inescapable Blaze,GRN
452766,Inspiring Unicorn,GRN
452977,Integrity // Intervention,GRN
452767,Intrusive Packbeast,GRN
452978,Invert // Invent,GRN
452929,Ionize,GRN
452884,Ironshell Beetle,GRN
455601,Island,GRN
452930,"Izoni, Thousand-Eyed",GRN
453001,Izzet Guildgate,GRN
452988,Izzet Locket,GRN
452931,Join Shields,GRN
452932,Justice Strike,GRN
452933,Knight of Autumn,GRN
452885,Kraul Foragers,GRN
452886,Kraul Harpooner,GRN
455610,Kraul Raider,GRN
452823,Kraul Swarm,GRN
452858,Lava Coil,GRN
452934,"Lazav, the Multifarious",GRN
452935,League Guildmage,GRN
452792,Leapfrog,GRN
452936,Ledev Champion,GRN
452768,Ledev Guardian,GRN
452937,Legion Guildmage,GRN
452859,Legion Warboss,GRN
452769,Light of the Legion,GRN
452824,Lotleth Giant,GRN
452770,Loxodon Restorer,GRN
452771,Luminous Bonds,GRN
452860,Maniacal Rage,GRN
452938,March of the Multitudes,GRN
452825,Mausoleum Secrets,GRN
452793,Maximize Altitude,GRN
452861,Maximize Velocity,GRN
452826,Mephitic Vapors,GRN
452827,Midnight Reaper,GRN
452887,Might of the Masses,GRN
452794,Mission Briefing,GRN
452939,Mnemonic Betrayal,GRN
452940,Molderhulk,GRN
452828,Moodmark Painter,GRN
455603,Mountain,GRN
452795,Murmuring Mystic,GRN
452796,Muse Drake,GRN
452797,Narcomoeba,GRN
452829,Necrotic Wound,GRN
452830,Never Happened,GRN
452941,Nightveil Predator,GRN
452798,Nightveil Sprite,GRN
452942,"Niv-Mizzet, Parun",GRN
452943,Notion Rain,GRN
452888,Nullhide Ferox,GRN
452944,Ochran Assassin,GRN
452799,Omnispell Adept,GRN
452862,Ornery Goblin,GRN
453003,Overgrown Tomb,GRN
452889,Pack's Favor,GRN
452772,Parhelion Patrol,GRN
452800,Passwall Adept,GRN
452890,Pause for Reflection,GRN
452891,Pelt Collector,GRN
452831,Pilfering Imp,GRN
452967,Piston-Fist Cyclops,GRN
452968,Pitiless Gorgon,GRN
452832,Plaguecrafter,GRN
455600,Plains,GRN
452892,Portcullis Vine,GRN
455607,Precision Bolt,GRN
452893,Prey Upon,GRN
452833,Price of Fame,GRN
452801,Quasiduplicate,GRN
452802,Radical Idea,GRN
455605,"Ral, Caller of Storms",GRN
452945,"Ral, Izzet Viceroy",GRN
455606,Ral's Dispersal,GRN
455608,Ral's Staticaster,GRN
452989,Rampaging Monument,GRN
452979,Response // Resurgence,GRN
452946,Rhizome Lurcher,GRN
452773,Righteous Blow,GRN
452863,Risk Factor,GRN
452834,Ritual of Soot,GRN
452774,Roc Charger,GRN
452947,Rosemane Centaur,GRN
452864,Rubblebelt Boar,GRN
452865,Runaway Steam-Kin,GRN
453004,Sacred Foundry,GRN
452803,Selective Snare,GRN
453005,Selesnya Guildgate,GRN
452990,Selesnya Locket,GRN
452835,Severed Strands,GRN
452894,Siege Wurm,GRN
452991,Silent Dart,GRN
452804,Sinister Sabotage,GRN
452948,Skyknight Legionnaire,GRN
452775,Skyline Scout,GRN
452866,Smelt-Ward Minotaur,GRN
452949,Sonic Assault,GRN
452836,Spinal Centipede,GRN
452895,Sprouting Renewal,GRN
452980,Status // Statue,GRN
453007,Steam Vents,GRN
452867,Street Riot,GRN
452950,Sumala Woodshaper,GRN
452776,Sunhome Stalwart,GRN
452868,Sure Strike,GRN
455602,Swamp,GRN
452951,Swarm Guildmage,GRN
452952,Swathcutter Giant,GRN
452953,Swiftblade Vindicator,GRN
452777,Sworn Companions,GRN
452954,"Tajic, Legion's Edge",GRN
452778,Take Heart,GRN
453008,Temple Garden,GRN
452779,Tenth District Guard,GRN
452955,Thief of Sanity,GRN
452956,Thought Erasure,GRN
452805,Thoughtbound Phantasm,GRN
452957,Thousand-Year Storm,GRN
452869,Torch Courier,GRN
452958,Trostani Discordant,GRN
452959,Truefire Captain,GRN
452837,Undercity Necrolisk,GRN
452960,Undercity Uprising,GRN
452961,Underrealm Lich,GRN
452806,Unexplained Disappearance,GRN
452962,Unmoored Ego,GRN
452896,Urban Utopia,GRN
452807,Vedalken Mesmerist,GRN
452838,Veiled Shade,GRN
452780,Venerated Loxodon,GRN
452969,Vernadi Shieldmate,GRN
452839,Vicious Rumors,GRN
452897,Vigorspore Wurm,GRN
452898,Vivid Revival,GRN
452963,"Vraska, Golgari Queen",GRN
455609,"Vraska, Regal Gorgon",GRN
455612,Vraska's Stoneglare,GRN
452808,Wall of Mist,GRN
452992,Wand of Vertebrae,GRN
452899,Wary Okapi,GRN
452809,Watcher in the Mist,GRN
453009,Watery Grave,GRN
452964,Wee Dragonauts,GRN
452970,Whisper Agent,GRN
452840,Whispering Snitch,GRN
452900,Wild Ceratok,GRN
452810,Wishcoin Crab,GRN
452870,Wojek Bodyguard,GRN
452965,Worldsoul Colossus,GRN
456591,"Daretti, Ingenious Iconoclast",MED
456589,"Elspeth, Knight-Errant",MED
456590,"Liliana, the Last Hope",MED
456592,"Nicol Bolas, Planeswalker",MED
456593,"Ral, Izzet Viceroy",MED
456594,"Teferi, Hero of Dominaria",MED
456595,"Tezzeret, Agent of Bolas",MED
456596,"Vraska, Golgari Queen",MED
3010,Abbey Gargoyles,HL
3012,Abbey Matron,HL
2935,Aether Storm,HL
2986,Aliban's Tower,HL
2987,Ambush,HL
2989,Ambush Party,HL
2991,Anaba Ancestor,HL
2993,Anaba Bodyguard,HL
2995,Anaba Shaman,HL
2996,Anaba Spirit Crafter,HL
2960,An-Havva Constable,HL
2961,An-Havva Inn,HL
3035,An-Havva Township,HL
2990,An-Zerrin Ruins,HL
2900,Apocalypse Chime,HL
2962,Autumn Willow,HL
3036,Aysen Abbey,HL
3014,Aysen Bureaucrats,HL
3015,Aysen Crusader,HL
3016,Aysen Highway,HL
2936,Baki's Curse,HL
2910,Baron Sengir,HL
3017,Beast Walkers,HL
2911,Black Carriage,HL
2912,Broken Visage,HL
2964,Carapace,HL
3037,Castle Sengir,HL
2914,Cemetery Gate,HL
2937,Chain Stasis,HL
2997,Chandler,HL
2901,Clockwork Gnomes,HL
2902,Clockwork Steed,HL
2903,Clockwork Swarm,HL
2938,Coral Reef,HL
2940,Dark Maze,HL
2965,Daughter of Autumn,HL
3018,Death Speakers,HL
2904,Didgeridoo,HL
2915,Drudge Spell,HL
2917,Dry Spell,HL
2998,Dwarven Pony,HL
2999,Dwarven Sea Clan,HL
3001,Dwarven Trader,HL
2905,Ebony Rhino,HL
3002,Eron the Relentless,HL
3003,Evaporate,HL
2966,Faerie Noble,HL
2919,Feast of the Unicorn,HL
2906,Feroz's Ban,HL
2968,Folk of An-Havva,HL
2941,Forget,HL
2920,Funeral March,HL
2921,Ghost Hounds,HL
2943,Giant Albatross,HL
2944,Giant Oyster,HL
2922,Grandmother Sengir,HL
2923,Greater Werewolf,HL
3019,Hazduhr the Abbot,HL
2924,Headstone,HL
3004,Heart Wolf,HL
2970,Hungry Mist,HL
2925,Ihsan's Shade,HL
2926,Irini Sengir,HL
3005,Ironclaw Curse,HL
2945,Jinx,HL
3006,Joven,HL
2971,Joven's Ferrets,HL
2907,Joven's Tools,HL
2927,Koskun Falls,HL
3038,Koskun Keep,HL
2947,Labyrinth Minotaur,HL
2972,Leaping Lizard,HL
3020,Leeches,HL
2973,Mammoth Harness,HL
2948,Marjhan,HL
2950,Memory Lapse,HL
2951,Merchant Scroll,HL
3022,Mesa Falcon,HL
2952,Mystic Decree,HL
2953,Narwhal,HL
3007,Orcish Mine,HL
2974,Primal Order,HL
3023,Prophecy,HL
3024,Rashka the Slayer,HL
2955,Reef Pirates,HL
2975,Renewal,HL
3008,Retribution,HL
2956,"Reveka, Wizard Savant",HL
2976,Root Spider,HL
2977,Roots,HL
2908,Roterothopter,HL
2978,Rysorian Badger,HL
3026,Samite Alchemist,HL
2957,Sea Sprite,HL
2958,Sea Troll,HL
2928,Sengir Autocrat,HL
2930,Sengir Bats,HL
3027,Serra Aviary,HL
3028,Serra Bestiary,HL
3029,Serra Inquisitors,HL
3030,Serra Paladin,HL
2909,Serrated Arrows,HL
2980,Shrink,HL
3031,Soraya the Falconer,HL
2981,Spectral Bears,HL
2931,Timmerian Fiends,HL
2933,Torture,HL
3033,Trade Caravan,HL
3034,Truce,HL
2934,Veldrane of Sengir,HL
2959,Wall of Kelp,HL
2983,Willow Faerie,HL
2984,Willow Priestess,HL
3009,Winter Sky,HL
3039,Wizards' School,HL
430847,Abandoned Sarcophagus,HOU
430772,Abrade,HOU
430745,Accursed Horde,HOU
430690,Act of Heroism,HOU
430691,Adorned Pouncer,HOU
430718,Aerial Guide,HOU
430799,Ambuscade,HOU
430746,Ammit Eternal,HOU
430692,Angel of Condemnation,HOU
430693,Angel of the God-Pharaoh,HOU
430747,Apocalypse Demon,HOU
430841,Appeal // Authority,HOU
430694,Aven of Enduring Hope,HOU
430719,Aven Reedstalker,HOU
432880,Avid Reclaimer,HOU
430748,Banewhip Punisher,HOU
430843,Reason // Believe,HOU
430800,Beneath the Sands,HOU
430801,Bitterbow Sharpshooters,HOU
430827,Bloodwater Entity,HOU
430773,Blur of Blades,HOU
430749,Bontu's Last Reckoning,HOU
432881,Brambleweft Behemoth,HOU
430774,Burning-Fist Minotaur,HOU
430750,Carrion Screecher,HOU
430720,Champion of Wits,HOU
430842,Leave // Chance,HOU
430775,Chandra's Defeat,HOU
430776,Chaos Maw,HOU
432888,Cinder Barrens,HOU
430839,Claim // Fame,HOU
430838,Consign // Oblivion,HOU
430721,Countervailing Winds,HOU
430777,Crash Through,HOU
430695,Crested Sunmare,HOU
430848,Crook of Condemnation,HOU
430858,Crypt of the Eternals,HOU
430722,Cunning Survivor,HOU
430849,Dagger of the Worthy,HOU
430696,Dauntless Aven,HOU
430778,Defiant Khenra,HOU
430859,Desert of the Fervent,HOU
430860,Desert of the Glorified,HOU
430861,Desert of the Indomitable,HOU
430862,Desert of the Mindful,HOU
430863,Desert of the True,HOU
430697,Desert's Hold,HOU
430846,Driven // Despair,HOU
430802,Devotee of Strength,HOU
430698,Disposal Mummy,HOU
430699,"Djeru, With Eyes Open",HOU
430700,Djeru's Renunciation,HOU
430751,Doomfall,HOU
430752,Dreamstealer,HOU
430803,Dune Diviner,HOU
430864,Dunes of the Dead,HOU
430844,Grind // Dust,HOU
430701,Dutiful Servants,HOU
430779,Earthshaker Khenra,HOU
430865,Endless Sands,HOU
430723,Eternal of Harsh Truths,HOU
430804,Feral Prowler,HOU
430780,Fervent Paincaster,HOU
430781,Firebrand Archer,HOU
430878,Forest,HOU
430724,Fraying Sanity,HOU
430805,Frilled Sandwalla,HOU
430782,Frontline Devastator,HOU
430702,Gideon's Defeat,HOU
430806,Gift of Strength,HOU
430783,Gilded Cerodon,HOU
430703,God-Pharaoh's Faithful,HOU
430850,God-Pharaoh's Gift,HOU
430784,Granitic Titan,HOU
430851,Graven Abomination,HOU
430753,Grisly Survivor,HOU
430807,Harrier Naga,HOU
430866,Hashep Oasis,HOU
430785,Hazoret's Undying Fury,HOU
430852,Hollow One,HOU
430808,Hope Tender,HOU
430867,Hostile Desert,HOU
430786,Hour of Devastation,HOU
430725,Hour of Eternity,HOU
430754,Hour of Glory,HOU
430809,Hour of Promise,HOU
430704,Hour of Revelation,HOU
430868,Ifnir Deadlands,HOU
430726,Imaginary Threats,HOU
430787,Imminent Doom,HOU
430788,Inferno Jet,HOU
430869,Ipnu Rivulet,HOU
430875,Island,HOU
430727,Jace's Defeat,HOU
430728,Kefnet's Last Word,HOU
430755,Khenra Eternal,HOU
430789,Khenra Scrapper,HOU
430790,Kindled Fury,HOU
430756,Lethal Sting,HOU
430810,Life Goes On,HOU
430757,Liliana's Defeat,HOU
430758,Lurching Rotbeast,HOU
430791,Magmaroth,HOU
430811,Majestic Myriarch,HOU
430853,Manalith,HOU
430792,Manticore Eternal,HOU
430759,Marauding Boneslasher,HOU
430760,Merciless Eternal,HOU
430854,Mirage Mirror,HOU
430761,Moaning Wall,HOU
430877,Mountain,HOU
430705,Mummy Paramount,HOU
430793,"Neheb, the Eternal",HOU
430829,"Nicol Bolas, God-Pharaoh",HOU
432884,"Nicol Bolas, the Deceiver",HOU
430729,Nimble Obstructionist,HOU
432879,"Nissa, Genesis Mage",HOU
430812,Nissa's Defeat,HOU
432882,Nissa's Encouragement,HOU
430813,Oasis Ritualist,HOU
430830,Obelisk Spider,HOU
430706,Oketra's Avenger,HOU
430707,Oketra's Last Mercy,HOU
430730,Ominous Sphinx,HOU
430794,Open Fire,HOU
430814,Overcome,HOU
430708,Overwhelming Splendor,HOU
430874,Plains,HOU
430815,Pride Sovereign,HOU
430731,Proven Combatant,HOU
430795,Puncturing Blow,HOU
430816,Quarry Beetle,HOU
430817,Rampaging Hippo,HOU
430818,Ramunap Excavator,HOU
430819,Ramunap Hydra,HOU
430870,Ramunap Ruins,HOU
430762,"Razaketh, the Foulblooded",HOU
430763,Razaketh's Rite,HOU
430820,Resilient Khenra,HOU
430831,Resolute Survivors,HOU
430821,Rhonas's Last Stand,HOU
430822,Rhonas's Stalwart,HOU
430732,Riddleform,HOU
430832,River Hoopoe,HOU
430764,Ruin Rat,HOU
430833,"Samut, the Tested",HOU
430796,Sand Strangler,HOU
430709,Sandblast,HOU
430710,Saving Grace,HOU
430871,Scavenger Grounds,HOU
430765,Scrounger of Souls,HOU
430733,Seer of the Last Tomorrow,HOU
430872,Shefet Dunes,HOU
430823,Sidewinder Naga,HOU
430824,Sifter Wurm,HOU
430734,Sinuous Striker,HOU
430711,Solemnity,HOU
430712,Solitary Camel,HOU
430735,Spellweaver Eternal,HOU
430713,Steadfast Sentinel,HOU
430714,Steward of Solidarity,HOU
430736,Strategic Planning,HOU
430737,Striped Riverwinder,HOU
430840,Struggle // Survive,HOU
430715,Sunscourge Champion,HOU
430855,Sunset Pyramid,HOU
430738,Supreme Will,HOU
430873,Survivors' Encampment,HOU
430876,Swamp,HOU
430739,Swarm Intelligence,HOU
430825,Tenacious Hunter,HOU
430828,The Locust God,HOU
430834,The Scarab God,HOU
430835,The Scorpion God,HOU
430797,Thorned Moloch,HOU
430766,Torment of Hailfire,HOU
430767,Torment of Scarabs,HOU
430768,Torment of Venom,HOU
430740,Tragic Lesson,HOU
430856,Traveler's Amulet,HOU
430826,Uncage the Menagerie,HOU
430716,Unconventional Tactics,HOU
430741,"Unesh, Criosphinx Sovereign",HOU
430742,Unquenchable Thirst,HOU
430836,Unraveling Mummy,HOU
430743,Unsummon,HOU
430769,Vile Manifestation,HOU
432887,Visage of Bolas,HOU
430744,Vizier of the Anointed,HOU
430717,Vizier of the True,HOU
430857,Wall of Forgotten Pharaohs,HOU
432885,Wasp of the Bitter End,HOU
430798,Wildfire Eternal,HOU
430770,Without Weakness,HOU
432883,Woodland Stream,HOU
430771,Wretched Camel,HOU
432886,Zealot of the God-Pharaoh,HOU
2437,Abyssal Specter,IA
2392,Adarkar Sentinel,IA
2661,Adarkar Unicorn,IA
2750,Adarkar Wastes,IA
2393,Aegis of the Meek,IA
2605,Aggression,IA
2717,Altar of Bone,IA
2394,Amulet of Quoz,IA
2606,Anarchy,IA
2662,Arctic Foxes,IA
2395,Arcum's Sleigh,IA
2396,Arcum's Weathervane,IA
2397,Arcum's Whistle,IA
2663,Arenson's Aura,IA
2664,Armor of Faith,IA
2493,Arnjlot's Ascent,IA
2438,Ashen Ghoul,IA
2549,Aurochs,IA
2607,Avalanche,IA
2608,Balduvian Barbarians,IA
2550,Balduvian Bears,IA
2494,Balduvian Conjurer,IA
2609,Balduvian Hydra,IA
2495,Balduvian Shaman,IA
2610,Barbarian Guides,IA
2398,Barbed Sextant,IA
2399,Baton of Morale,IA
2665,Battle Cry,IA
2611,Battle Frenzy,IA
2496,Binding Grasp,IA
2666,Black Scarab,IA
2667,Blessed Wine,IA
2668,Blinking Spirit,IA
2551,Blizzard,IA
2669,Blue Scarab,IA
2612,Bone Shaman,IA
2497,Brainstorm,IA
2613,Brand of Ill Omen,IA
2498,Breath of Dreams,IA
2439,Brine Shaman,IA
2552,Brown Ouphe,IA
2751,Brushland,IA
2440,Burnt Offering,IA
2670,Call to Arms,IA
2671,Caribou Range,IA
2400,Celestial Sword,IA
2718,Centaur Archer,IA
2614,Chaos Lord,IA
2615,Chaos Moon,IA
2719,Chromatic Armor,IA
2553,Chub Toad,IA
2672,Circle of Protection: Black,IA
2673,Circle of Protection: Blue,IA
2674,Circle of Protection: Green,IA
2675,Circle of Protection: Red,IA
2676,Circle of Protection: White,IA
2499,Clairvoyance,IA
2441,Cloak of Confusion,IA
2677,Cold Snap,IA
2616,Conquer,IA
2678,Cooperation,IA
2500,Counterspell,IA
2401,Crown of the Ages,IA
2617,Curse of Marit Lage,IA
2442,Dance of the Dead,IA
2443,Dark Banishing,IA
2444,Dark Ritual,IA
2679,Death Ward,IA
2501,Deflection,IA
2445,Demonic Consultation,IA
2402,Despotic Scepter,IA
2720,Diabolic Vision,IA
2554,Dire Wolves,IA
2680,Disenchant,IA
2446,Dread Wight,IA
2502,Dreams of the Dead,IA
2447,Drift of the Dead,IA
2681,Drought,IA
2618,Dwarven Armory,IA
2721,Earthlink,IA
2555,Earthlore,IA
2556,Elder Druid,IA
2722,Elemental Augury,IA
2403,Elkin Bottle,IA
2682,Elvish Healer,IA
2683,Enduring Renewal,IA
2684,Energy Storm,IA
2503,Enervate,IA
2504,Errant Minion,IA
2619,Errantry,IA
2557,Essence Filter,IA
2505,Essence Flare,IA
2723,Essence Vortex,IA
2558,Fanatical Fever,IA
2448,Fear,IA
2724,Fiery Justice,IA
2725,Fire Covenant,IA
2620,Flame Spirit,IA
2621,Flare,IA
2726,Flooded Woodlands,IA
2449,Flow of Maggots,IA
2559,Folk of the Pines,IA
2560,Forbidden Lore,IA
2506,Force Void,IA
2748,Forest,IA
2561,Forgotten Lore,IA
2685,Formation,IA
2450,Foul Familiar,IA
2562,Foxfire,IA
2563,Freyalise Supplicant,IA
2564,Freyalise's Charm,IA
2565,Freyalise's Winds,IA
2727,Fumarole,IA
2686,Fylgja,IA
2404,Fyndhorn Bow,IA
2566,Fyndhorn Brownie,IA
2567,Fyndhorn Elder,IA
2568,Fyndhorn Elves,IA
2569,Fyndhorn Pollen,IA
2622,Game of Chaos,IA
2451,Gangrenous Zombies,IA
2452,Gaze of Pain,IA
2687,General Jarkeld,IA
2728,Ghostly Flame,IA
2570,Giant Growth,IA
2729,Giant Trap Door Spider,IA
2752,Glacial Chasm,IA
2623,Glacial Crevasses,IA
2507,Glacial Wall,IA
2730,Glaciers,IA
2405,Goblin Lyre,IA
2624,Goblin Mutant,IA
2625,Goblin Sappers,IA
2626,Goblin Ski Patrol,IA
2627,Goblin Snowman,IA
2571,Gorilla Pack,IA
2453,Gravebind,IA
2688,Green Scarab,IA
2628,Grizzled Wolverine,IA
2689,Hallowed Ground,IA
2753,Halls of Mist,IA
2690,Heal,IA
2454,Hecatomb,IA
2406,Hematite Talisman,IA
2691,Hipparion,IA
2455,Hoar Shade,IA
2572,Hot Springs,IA
2456,Howl from Beyond,IA
2573,Hurricane,IA
2457,Hyalopterous Lemure,IA
2508,Hydroblast,IA
2731,Hymn of Rebirth,IA
2407,Ice Cauldron,IA
2754,Ice Floe,IA
2509,Iceberg,IA
2458,Icequake,IA
2408,Icy Manipulator,IA
2510,Icy Prison,IA
2511,Illusionary Forces,IA
2512,Illusionary Presence,IA
2513,Illusionary Terrain,IA
2514,Illusionary Wall,IA
2515,Illusions of Grandeur,IA
2629,Imposing Visage,IA
2630,Incinerate,IA
2459,Infernal Darkness,IA
2460,Infernal Denizen,IA
2409,Infinite Hourglass,IA
2516,Infuse,IA
2769,Island,IA
2410,Jester's Cap,IA
2411,Jester's Mask,IA
2412,Jeweled Amulet,IA
2574,Johtull Wurm,IA
2631,Jokulhaups,IA
2575,Juniper Order Druid,IA
2692,Justice,IA
2755,Karplusan Forest,IA
2632,Karplusan Giant,IA
2633,Karplusan Yeti,IA
2693,Kelsinko Ranger,IA
2461,Kjeldoran Dead,IA
2694,Kjeldoran Elite Guard,IA
2732,Kjeldoran Frostbeast,IA
2695,Kjeldoran Guard,IA
2696,Kjeldoran Knight,IA
2697,Kjeldoran Phalanx,IA
2698,Kjeldoran Royal Guard,IA
2699,Kjeldoran Skycaptain,IA
2700,Kjeldoran Skyknight,IA
2701,Kjeldoran Warrior,IA
2462,Knight of Stromgald,IA
2463,Krovikan Elementalist,IA
2464,Krovikan Fetish,IA
2517,Krovikan Sorcerer,IA
2465,Krovikan Vampire,IA
2756,Land Cap,IA
2413,Lapis Lazuli Talisman,IA
2634,Lava Burst,IA
2757,Lava Tubes,IA
2466,Legions of Lim-Dûl,IA
2467,Leshrac's Rite,IA
2468,Leshrac's Sigil,IA
2576,Lhurgoyf,IA
2702,Lightning Blow,IA
2469,Lim-Dûl's Cohort,IA
2470,Lim-Dûl's Hex,IA
2703,Lost Order of Jarkeld,IA
2577,Lure,IA
2578,Maddening Wind,IA
2518,Magus of the Unseen,IA
2414,Malachite Talisman,IA
2635,Márton Stromgald,IA
2636,Melee,IA
2637,Melting,IA
2704,Mercenaries,IA
2733,Merieke Ri Berit,IA
2519,Mesmeric Trance,IA
2638,Meteor Shower,IA
2471,Mind Ravel,IA
2472,Mind Warp,IA
2473,Mind Whip,IA
2474,Minion of Leshrac,IA
2475,Minion of Tevesh Szat,IA
2520,Mistfolk,IA
2476,Mole Worms,IA
2734,Monsoon,IA
2477,Moor Fiend,IA
2765,Mountain,IA
2639,Mountain Goat,IA
2735,Mountain Titan,IA
2640,Mudslide,IA
2521,Musician,IA
2522,Mystic Might,IA
2523,Mystic Remora,IA
2415,Nacre Talisman,IA
2416,Naked Singularity,IA
2579,Nature's Lore,IA
2478,Necropotence,IA
2479,Norritt,IA
2480,Oath of Lim-Dûl,IA
2417,Onyx Talisman,IA
2641,Orcish Cannoneers,IA
2642,Orcish Conscripts,IA
2643,Orcish Farmer,IA
2644,Orcish Healer,IA
2645,Orcish Librarian,IA
2646,Orcish Lumberjack,IA
2647,Orcish Squatters,IA
2705,Order of the Sacred Torch,IA
2706,Order of the White Shield,IA
2580,Pale Bears,IA
2648,Panic,IA
2418,Pentagram of the Ages,IA
2481,Pestilence Rats,IA
2524,Phantasmal Mount,IA
2419,Pit Trap,IA
2773,Plains,IA
2525,Polar Kraken,IA
2526,Portent,IA
2527,Power Sink,IA
2482,Pox,IA
2707,Prismatic Ward,IA
2581,Pygmy Allosaurus,IA
2582,Pyknite,IA
2649,Pyroblast,IA
2650,Pyroclasm,IA
2708,Rally,IA
2528,Ray of Command,IA
2529,Ray of Erasure,IA
2530,Reality Twist,IA
2736,Reclamation,IA
2709,Red Scarab,IA
2583,Regeneration,IA
2584,Rime Dryad,IA
2585,Ritual of Subdual,IA
2758,River Delta,IA
2420,Runed Arch,IA
2651,Sabretooth Tiger,IA
2710,Sacred Boon,IA
2586,Scaled Wurm,IA
2531,Sea Spirit,IA
2483,Seizures,IA
2711,Seraph,IA
2587,Shambling Strider,IA
2652,Shatter,IA
2712,Shield Bearer,IA
2421,Shield of the Ages,IA
2532,Shyft,IA
2533,Sibilant Spirit,IA
2534,Silver Erne,IA
2737,Skeleton Ship,IA
2422,Skull Catapult,IA
2535,Sleight of Mind,IA
2536,Snow Devil,IA
2423,Snow Fortress,IA
2713,Snow Hound,IA
2588,Snowblind,IA
2749,Snow-Covered Forest,IA
2770,Snow-Covered Island,IA
2766,Snow-Covered Mountain,IA
2774,Snow-Covered Plains,IA
2742,Snow-Covered Swamp,IA
2537,Snowfall,IA
2424,Soldevi Golem,IA
2538,Soldevi Machinist,IA
2425,Soldevi Simulacrum,IA
2484,Songs of the Damned,IA
2539,Soul Barrier,IA
2485,Soul Burn,IA
2486,Soul Kiss,IA
2738,Spectral Shield,IA
2487,Spoils of Evil,IA
2488,Spoils of War,IA
2426,Staff of the Ages,IA
2589,Stampede,IA
2489,Stench of Evil,IA
2653,Stone Rain,IA
2654,Stone Spirit,IA
2655,Stonehands,IA
2739,Storm Spirit,IA
2740,Stormbind,IA
2490,Stromgald Cabal,IA
2590,Stunted Growth,IA
2759,Sulfurous Springs,IA
2427,Sunstone,IA
2745,Swamp,IA
2714,Swords to Plowshares,IA
2591,Tarpan,IA
2592,Thermokarst,IA
2593,Thoughtleech,IA
2540,Thunder Wall,IA
2760,Timberline Ridge,IA
2428,Time Bomb,IA
2594,Tinder Wall,IA
2656,Tor Giant,IA
2657,Total War,IA
2491,Touch of Death,IA
2595,Touch of Vitae,IA
2596,Trailblazer,IA
2761,Underground River,IA
2541,Updraft,IA
2429,Urza's Bauble,IA
2762,Veldt,IA
2597,Venomous Breath,IA
2658,Vertigo,IA
2430,Vexing Arcanix,IA
2431,Vibrating Sphere,IA
2432,Walking Wall,IA
2659,Wall of Lava,IA
2598,Wall of Pine Needles,IA
2433,Wall of Shields,IA
2434,War Chariot,IA
2715,Warning,IA
2435,Whalebone Glider,IA
2716,White Scarab,IA
2599,Whiteout,IA
2600,Wiitigo,IA
2601,Wild Growth,IA
2542,Wind Spirit,IA
2741,Wings of Aesthir,IA
2543,Winter's Chill,IA
2492,Withering Wisps,IA
2602,Woolly Mammoths,IA
2603,Woolly Spider,IA
2660,Word of Blasting,IA
2544,Word of Undoing,IA
2545,Wrath of Marit Lage,IA
2604,Yavimaya Gnats,IA
